16k,2.01581052272
16k,2.87368483243
16k,2.71108834235
16k,5.3881590608
16k,3.74388390133
16k,3.02371578407
16k,2.96928723209
16k,1.76383420738
16k,2.87368483243
16k,3.61478445646
16k,2.71108834235
16k,3.22748612184
16k,3.35658556671
16k,2.96928723209
16k,2.51976315339
16k,2.01581052272
16k,3.61478445646
16k,3.61478445646
16k,3.23289543648
16k,4.00208279108
16k,2.88675134595
16k,2.77173946873
16k,4.53557367611
16k,4.64758001545
16k,4.53557367611
16k,3.74388390133
16k,2.25
16k,2.84018778722
16k,3.23289543648
16k,4.00208279108
16k,3.48568501159
16k,3.52766841475
16k,3.09838667697
16k,3.09838667697
16k,4.51848057058
16k,2.96928723209
16k,2.58198889747
16k,3.25
16k,3.23289543648
16k,3.95131664459
16k,3.09838667697
16k,2.77173946873
16k,3.61478445646
16k,2.5
16k,3.59210604054
16k,3.22748612184
16k,2.84018778722
16k,2.71108834235
16k,2.84018778722
16k,3.74388390133
16k,2.4528894526
16k,5.16397779494
16k,1.9364916731
16k,2.64575131106
16k,2.96928723209
16k,5.54347893747
16k,3.95131664459
16k,2.71108834235
16k,3.74388390133
16k,1.70084012854
16k,3.35658556671
16k,3.23289543648
16k,3.74388390133
16k,2.87368483243
16k,2.26778683806
16k,2.71108834235
16k,2.19469056285
16k,3.40168025708
16k,2.96928723209
16k,2.875
16k,3.27569209941
16k,2.77173946873
16k,3.48568501159
16k,1.79605302027
16k,2.58198889747
16k,4.64758001545
16k,3.0
16k,3.61478445646
16k,2.87368483243
16k,3.40168025708
16k,3.61478445646
16k,3.40168025708
16k,2.71108834235
16k,4.03162104543
16k,3.09838667697
16k,4.3893811257
16k,3.09838667697
16k,3.22748612184
16k,2.96928723209
16k,3.74388390133
16k,4.53557367611
16k,2.32379000772
16k,2.96928723209
16k,2.71108834235
16k,2.84018778722
16k,3.35658556671
16k,3.35658556671
16k,2.51447422837
16k,2.4528894526
16k,4.3893811257
16k,2.51976315339
16k,4.26028168083
16k,1.88982236505
16k,3.22748612184
16k,3.09838667697
16k,3.52766841475
16k,2.84018778722
16k,3.09838667697
16k,3.22748612184
16k,3.59210604054
16k,2.71108834235
16k,3.61478445646
16k,4.51848057058
16k,2.87368483243
16k,3.09838667697
16k,2.19469056285
16k,3.23289543648
16k,4.51848057058
16k,3.09838667697
16k,4.03162104543
16k,4.03162104543
16k,4.26028168083
16k,3.95131664459
16k,2.96928723209
16k,2.88675134595
16k,1.51185789204
16k,3.52766841475
16k,3.48568501159
16k,2.71108834235
16k,2.96928723209
16k,2.77173946873
16k,4.3893811257
16k,6.04743156815
16k,2.4528894526
16k,7.18421208107
16k,3.09838667697
16k,2.4528894526
16k,2.8977276264
16k,2.71108834235
16k,4.51848057058
16k,2.5
16k,2.4528894526
16k,4.03162104543
16k,3.02371578407
16k,3.22748612184
16k,2.4528894526
16k,2.0
16k,3.74388390133
16k,2.71108834235
16k,1.88982236505
16k,2.15526362432
16k,2.19469056285
16k,3.22748612184
16k,4.3893811257
16k,4.03162104543
16k,2.58198889747
16k,2.58198889747
16k,3.23289543648
16k,3.375
16k,2.51976315339
16k,3.22748612184
16k,3.52766841475
16k,2.625
16k,2.84018778722
16k,2.26778683806
16k,3.95131664459
16k,2.87368483243
16k,3.09838667697
16k,4.03162104543
16k,3.74388390133
16k,4.13118223595
16k,2.87368483243
16k,2.71108834235
16k,3.23289543648
16k,3.23289543648
16k,2.19469056285
16k,2.51976315339
16k,2.96928723209
16k,2.71108834235
16k,4.13118223595
16k,2.06559111798
16k,4.00208279108
16k,2.4528894526
16k,2.625
16k,2.375
16k,3.02371578407
16k,3.74388390133
16k,4.00208279108
16k,2.71108834235
16k,2.15526362432
16k,2.32379000772
16k,2.375
16k,3.22748612184
16k,3.52766841475
16k,3.35658556671
16k,3.48568501159
16k,4.03162104543
16k,2.58198889747
16k,2.51976315339
16k,2.83473354757
16k,3.65365657242
16k,2.96928723209
16k,4.00208279108
16k,2.0
16k,3.35658556671
16k,3.22748612184
16k,2.8977276264
16k,4.1576092031
16k,3.09838667697
16k,3.375
16k,2.625
16k,4.00208279108
16k,3.09838667697
16k,3.22748612184
16k,2.77173946873
16k,3.35658556671
16k,3.87298334621
16k,2.84018778722
16k,3.09838667697
16k,3.35658556671
16k,3.02371578407
16k,2.4528894526
16k,2.375
16k,3.09838667697
16k,3.09838667697
16k,2.15526362432
16k,2.64575131106
16k,2.96928723209
16k,2.87368483243
16k,4.13118223595
16k,4.64758001545
16k,3.74388390133
16k,2.5
16k,4.53557367611
16k,3.09838667697
16k,2.39377499573
16k,3.02371578407
16k,2.51447422837
16k,2.25
16k,2.58198889747
16k,2.58198889747
16k,4.03162104543
16k,3.02371578407
16k,4.13118223595
16k,3.14970394174
16k,2.51976315339
16k,1.76383420738
16k,3.87298334621
16k,3.61478445646
16k,2.4528894526
16k,2.71108834235
16k,3.35658556671
16k,3.22748612184
16k,3.40168025708
16k,3.09838667697
16k,4.51848057058
16k,2.02072594216
16k,2.84018778722
16k,2.51447422837
16k,3.74388390133
16k,3.35658556671
16k,3.59210604054
16k,2.58198889747
16k,3.23289543648
16k,2.96928723209
16k,3.22748612184
16k,2.75
16k,3.375
16k,3.74388390133
16k,4.51848057058
16k,3.74388390133
16k,3.22748612184
16k,2.96928723209
16k,2.8977276264
16k,2.58198889747
16k,2.51976315339
16k,5.16397779494
16k,2.96928723209
16k,2.51447422837
16k,1.80739222823
16k,3.74388390133
16k,3.09838667697
16k,4.03162104543
16k,3.125
16k,2.71108834235
16k,1.9364916731
16k,2.4528894526
16k,3.14970394174
16k,3.65365657242
16k,3.52766841475
16k,2.25
16k,3.40168025708
16k,2.51447422837
16k,3.09838667697
16k,3.61478445646
16k,2.83473354757
16k,2.64575131106
16k,2.5
16k,2.32379000772
16k,2.84018778722
16k,3.23289543648
16k,3.02371578407
16k,4.03162104543
16k,3.48568501159
16k,3.95131664459
16k,3.74388390133
16k,3.35658556671
16k,2.4528894526
16k,2.51447422837
16k,2.4528894526
16k,2.39377499573
16k,2.51447422837
16k,2.58198889747
16k,2.87368483243
16k,3.48568501159
16k,3.48568501159
16k,3.95131664459
16k,3.35658556671
16k,2.51976315339
16k,2.4528894526
16k,3.02371578407
16k,4.13118223595
16k,1.9364916731
16k,3.09838667697
16k,1.70084012854
16k,2.84018778722
16k,2.58198889747
16k,4.13118223595
16k,3.77964473009
16k,2.32379000772
16k,5.74736966486
16k,3.25
16k,3.27569209941
16k,2.84018778722
16k,2.96928723209
16k,3.09838667697
16k,3.27569209941
16k,2.58198889747
16k,3.09838667697
16k,2.71108834235
16k,3.09838667697
16k,2.84018778722
16k,3.22748612184
16k,2.84018778722
16k,4.31052724864
16k,2.71108834235
16k,2.87368483243
16k,3.22748612184
16k,4.6697378527
16k,4.6697378527
16k,2.15526362432
16k,3.35658556671
16k,2.875
16k,2.58198889747
16k,2.84018778722
16k,2.75
16k,3.61478445646
16k,3.48568501159
16k,4.53557367611
16k,4.03162104543
16k,4.00208279108
16k,2.96928723209
16k,4.3893811257
16k,3.74388390133
16k,3.14970394174
16k,2.51976315339
16k,2.58198889747
16k,2.58198889747
16k,3.52766841475
16k,2.87368483243
16k,2.64575131106
16k,4.03162104543
16k,3.48568501159
16k,4.13118223595
16k,3.74388390133
16k,2.75
16k,2.02072594216
16k,3.09838667697
16k,3.95131664459
16k,2.19469056285
16k,2.96928723209
16k,4.13118223595
16k,3.74388390133
16k,3.09838667697
16k,2.84018778722
16k,4.00208279108
16k,2.51447422837
16k,3.40168025708
16k,3.48568501159
16k,1.88982236505
16k,3.23289543648
16k,2.84018778722
16k,5.29307723982
16k,4.13118223595
16k,5.03952630679
16k,4.00208279108
16k,2.25
16k,3.48568501159
16k,4.00208279108
16k,3.52766841475
16k,3.22748612184
16k,2.58198889747
16k,3.02371578407
16k,2.84018778722
16k,2.19469056285
16k,3.375
16k,3.375
16k,2.625
16k,2.96928723209
16k,5.03952630679
16k,3.61478445646
16k,2.71108834235
16k,2.8977276264
16k,3.22748612184
16k,3.90563288776
16k,2.96928723209
16k,3.35658556671
16k,2.87368483243
16k,2.39377499573
16k,2.87368483243
16k,2.4528894526
16k,4.13118223595
16k,3.125
16k,3.74388390133
16k,2.71108834235
16k,2.26778683806
16k,4.53557367611
16k,2.96928723209
16k,4.00208279108
16k,2.84018778722
16k,3.09838667697
16k,4.31052724864
16k,2.32379000772
16k,2.58198889747
16k,3.02371578407
16k,2.58198889747
16k,2.84018778722
16k,2.96928723209
16k,2.375
16k,2.84018778722
16k,2.4528894526
16k,3.09838667697
16k,2.39377499573
16k,3.625
16k,2.58198889747
16k,2.87368483243
16k,2.15526362432
16k,3.61478445646
16k,2.14179868039
16k,4.00208279108
16k,3.02371578407
16k,2.84018778722
16k,2.74241377865
16k,4.13118223595
16k,2.84018778722
16k,3.0
16k,3.35658556671
16k,2.5
16k,5.55127612956
16k,3.95131664459
16k,2.96928723209
16k,4.77667946032
16k,2.84018778722
16k,2.58198889747
16k,4.64758001545
16k,5.03487835007
16k,5.42217668469
16k,3.14970394174
16k,2.32379000772
16k,3.87298334621
16k,3.09838667697
16k,2.58198889747
16k,2.84018778722
16k,2.39377499573
16k,2.26778683806
16k,3.22748612184
16k,3.74388390133
16k,2.96928723209
16k,3.48568501159
16k,2.51447422837
16k,4.26028168083
16k,3.74388390133
16k,2.84018778722
16k,2.01581052272
16k,2.58198889747
16k,3.59210604054
16k,2.19469056285
16k,3.74388390133
16k,2.84018778722
16k,2.4528894526
16k,2.75
16k,3.22748612184
16k,3.23289543648
16k,2.8977276264
16k,2.96928723209
16k,3.74388390133
16k,3.52766841475
16k,3.09838667697
16k,2.71108834235
16k,2.71108834235
16k,3.61478445646
16k,2.19469056285
16k,2.39377499573
16k,3.61478445646
16k,3.22748612184
16k,2.14179868039
16k,3.22748612184
16k,2.71108834235
16k,2.87368483243
16k,4.00208279108
16k,3.35658556671
16k,3.23289543648
16k,2.58198889747
16k,3.52766841475
