label,zscore
16,2.01581052272
16,2.87368483243
16,2.71108834235
16,5.3881590608
16,3.74388390133
16,3.02371578407
16,2.96928723209
16,1.76383420738
16,2.87368483243
16,3.61478445646
16,2.71108834235
16,3.22748612184
16,3.35658556671
16,2.96928723209
16,2.51976315339
16,2.01581052272
16,3.61478445646
16,3.61478445646
16,3.23289543648
16,4.00208279108
16,2.88675134595
16,2.77173946873
16,4.53557367611
16,4.64758001545
16,4.53557367611
16,3.74388390133
16,2.25
16,2.84018778722
16,3.23289543648
16,4.00208279108
16,3.48568501159
16,3.52766841475
16,3.09838667697
16,3.09838667697
16,4.51848057058
16,2.96928723209
16,2.58198889747
16,3.25
16,3.23289543648
16,3.95131664459
16,3.09838667697
16,2.77173946873
16,3.61478445646
16,2.5
16,3.59210604054
16,3.22748612184
16,2.84018778722
16,2.71108834235
16,2.84018778722
16,3.74388390133
16,2.4528894526
16,5.16397779494
16,1.9364916731
16,2.64575131106
16,2.96928723209
16,5.54347893747
16,3.95131664459
16,2.71108834235
16,3.74388390133
16,1.70084012854
16,3.35658556671
16,3.23289543648
16,3.74388390133
16,2.87368483243
16,2.26778683806
16,2.71108834235
16,2.19469056285
16,3.40168025708
16,2.96928723209
16,2.875
16,3.27569209941
16,2.77173946873
16,3.48568501159
16,1.79605302027
16,2.58198889747
16,4.64758001545
16,3.0
16,3.61478445646
16,2.87368483243
16,3.40168025708
16,3.61478445646
16,3.40168025708
16,2.71108834235
16,4.03162104543
16,3.09838667697
16,4.3893811257
16,3.09838667697
16,3.22748612184
16,2.96928723209
16,3.74388390133
16,4.53557367611
16,2.32379000772
16,2.96928723209
16,2.71108834235
16,2.84018778722
16,3.35658556671
16,3.35658556671
16,2.51447422837
16,2.4528894526
16,4.3893811257
16,2.51976315339
16,4.26028168083
16,1.88982236505
16,3.22748612184
16,3.09838667697
16,3.52766841475
16,2.84018778722
16,3.09838667697
16,3.22748612184
16,3.59210604054
16,2.71108834235
16,3.61478445646
16,4.51848057058
16,2.87368483243
16,3.09838667697
16,2.19469056285
16,3.23289543648
16,4.51848057058
16,3.09838667697
16,4.03162104543
16,4.03162104543
16,4.26028168083
16,3.95131664459
16,2.96928723209
16,2.88675134595
16,1.51185789204
16,3.52766841475
16,3.48568501159
16,2.71108834235
16,2.96928723209
16,2.77173946873
16,4.3893811257
16,6.04743156815
16,2.4528894526
16,7.18421208107
16,3.09838667697
16,2.4528894526
16,2.8977276264
16,2.71108834235
16,4.51848057058
16,2.5
16,2.4528894526
16,4.03162104543
16,3.02371578407
16,3.22748612184
16,2.4528894526
16,2.0
16,3.74388390133
16,2.71108834235
16,1.88982236505
16,2.15526362432
16,2.19469056285
16,3.22748612184
16,4.3893811257
16,4.03162104543
16,2.58198889747
16,2.58198889747
16,3.23289543648
16,3.375
16,2.51976315339
16,3.22748612184
16,3.52766841475
16,2.625
16,2.84018778722
16,2.26778683806
16,3.95131664459
16,2.87368483243
16,3.09838667697
16,4.03162104543
16,3.74388390133
16,4.13118223595
16,2.87368483243
16,2.71108834235
16,3.23289543648
16,3.23289543648
16,2.19469056285
16,2.51976315339
16,2.96928723209
16,2.71108834235
16,4.13118223595
16,2.06559111798
16,4.00208279108
16,2.4528894526
16,2.625
16,2.375
16,3.02371578407
16,3.74388390133
16,4.00208279108
16,2.71108834235
16,2.15526362432
16,2.32379000772
16,2.375
16,3.22748612184
16,3.52766841475
16,3.35658556671
16,3.48568501159
16,4.03162104543
16,2.58198889747
16,2.51976315339
16,2.83473354757
16,3.65365657242
16,2.96928723209
16,4.00208279108
16,2.0
16,3.35658556671
16,3.22748612184
16,2.8977276264
16,4.1576092031
16,3.09838667697
16,3.375
16,2.625
16,4.00208279108
16,3.09838667697
16,3.22748612184
16,2.77173946873
16,3.35658556671
16,3.87298334621
16,2.84018778722
16,3.09838667697
16,3.35658556671
16,3.02371578407
16,2.4528894526
16,2.375
16,3.09838667697
16,3.09838667697
16,2.15526362432
16,2.64575131106
16,2.96928723209
16,2.87368483243
16,4.13118223595
16,4.64758001545
16,3.74388390133
16,2.5
16,4.53557367611
16,3.09838667697
16,2.39377499573
16,3.02371578407
16,2.51447422837
16,2.25
16,2.58198889747
16,2.58198889747
16,4.03162104543
16,3.02371578407
16,4.13118223595
16,3.14970394174
16,2.51976315339
16,1.76383420738
16,3.87298334621
16,3.61478445646
16,2.4528894526
16,2.71108834235
16,3.35658556671
16,3.22748612184
16,3.40168025708
16,3.09838667697
16,4.51848057058
16,2.02072594216
16,2.84018778722
16,2.51447422837
16,3.74388390133
16,3.35658556671
16,3.59210604054
16,2.58198889747
16,3.23289543648
16,2.96928723209
16,3.22748612184
16,2.75
16,3.375
16,3.74388390133
16,4.51848057058
16,3.74388390133
16,3.22748612184
16,2.96928723209
16,2.8977276264
16,2.58198889747
16,2.51976315339
16,5.16397779494
16,2.96928723209
16,2.51447422837
16,1.80739222823
16,3.74388390133
16,3.09838667697
16,4.03162104543
16,3.125
16,2.71108834235
16,1.9364916731
16,2.4528894526
16,3.14970394174
16,3.65365657242
16,3.52766841475
16,2.25
16,3.40168025708
16,2.51447422837
16,3.09838667697
16,3.61478445646
16,2.83473354757
16,2.64575131106
16,2.5
16,2.32379000772
16,2.84018778722
16,3.23289543648
16,3.02371578407
16,4.03162104543
16,3.48568501159
16,3.95131664459
16,3.74388390133
16,3.35658556671
16,2.4528894526
16,2.51447422837
16,2.4528894526
16,2.39377499573
16,2.51447422837
16,2.58198889747
16,2.87368483243
16,3.48568501159
16,3.48568501159
16,3.95131664459
16,3.35658556671
16,2.51976315339
16,2.4528894526
16,3.02371578407
16,4.13118223595
16,1.9364916731
16,3.09838667697
16,1.70084012854
16,2.84018778722
16,2.58198889747
16,4.13118223595
16,3.77964473009
16,2.32379000772
16,5.74736966486
16,3.25
16,3.27569209941
16,2.84018778722
16,2.96928723209
16,3.09838667697
16,3.27569209941
16,2.58198889747
16,3.09838667697
16,2.71108834235
16,3.09838667697
16,2.84018778722
16,3.22748612184
16,2.84018778722
16,4.31052724864
16,2.71108834235
16,2.87368483243
16,3.22748612184
16,4.6697378527
16,4.6697378527
16,2.15526362432
16,3.35658556671
16,2.875
16,2.58198889747
16,2.84018778722
16,2.75
16,3.61478445646
16,3.48568501159
16,4.53557367611
16,4.03162104543
16,4.00208279108
16,2.96928723209
16,4.3893811257
16,3.74388390133
16,3.14970394174
16,2.51976315339
16,2.58198889747
16,2.58198889747
16,3.52766841475
16,2.87368483243
16,2.64575131106
16,4.03162104543
16,3.48568501159
16,4.13118223595
16,3.74388390133
16,2.75
16,2.02072594216
16,3.09838667697
16,3.95131664459
16,2.19469056285
16,2.96928723209
16,4.13118223595
16,3.74388390133
16,3.09838667697
16,2.84018778722
16,4.00208279108
16,2.51447422837
16,3.40168025708
16,3.48568501159
16,1.88982236505
16,3.23289543648
16,2.84018778722
16,5.29307723982
16,4.13118223595
16,5.03952630679
16,4.00208279108
16,2.25
16,3.48568501159
16,4.00208279108
16,3.52766841475
16,3.22748612184
16,2.58198889747
16,3.02371578407
16,2.84018778722
16,2.19469056285
16,3.375
16,3.375
16,2.625
16,2.96928723209
16,5.03952630679
16,3.61478445646
16,2.71108834235
16,2.8977276264
16,3.22748612184
16,3.90563288776
16,2.96928723209
16,3.35658556671
16,2.87368483243
16,2.39377499573
16,2.87368483243
16,2.4528894526
16,4.13118223595
16,3.125
16,3.74388390133
16,2.71108834235
16,2.26778683806
16,4.53557367611
16,2.96928723209
16,4.00208279108
16,2.84018778722
16,3.09838667697
16,4.31052724864
16,2.32379000772
16,2.58198889747
16,3.02371578407
16,2.58198889747
16,2.84018778722
16,2.96928723209
16,2.375
16,2.84018778722
16,2.4528894526
16,3.09838667697
16,2.39377499573
16,3.625
16,2.58198889747
16,2.87368483243
16,2.15526362432
16,3.61478445646
16,2.14179868039
16,4.00208279108
16,3.02371578407
16,2.84018778722
16,2.74241377865
16,4.13118223595
16,2.84018778722
16,3.0
16,3.35658556671
16,2.5
16,5.55127612956
16,3.95131664459
16,2.96928723209
16,4.77667946032
16,2.84018778722
16,2.58198889747
16,4.64758001545
16,5.03487835007
16,5.42217668469
16,3.14970394174
16,2.32379000772
16,3.87298334621
16,3.09838667697
16,2.58198889747
16,2.84018778722
16,2.39377499573
16,2.26778683806
16,3.22748612184
16,3.74388390133
16,2.96928723209
16,3.48568501159
16,2.51447422837
16,4.26028168083
16,3.74388390133
16,2.84018778722
16,2.01581052272
16,2.58198889747
16,3.59210604054
16,2.19469056285
16,3.74388390133
16,2.84018778722
16,2.4528894526
16,2.75
16,3.22748612184
16,3.23289543648
16,2.8977276264
16,2.96928723209
16,3.74388390133
16,3.52766841475
16,3.09838667697
16,2.71108834235
16,2.71108834235
16,3.61478445646
16,2.19469056285
16,2.39377499573
16,3.61478445646
16,3.22748612184
16,2.14179868039
16,3.22748612184
16,2.71108834235
16,2.87368483243
16,4.00208279108
16,3.35658556671
16,3.23289543648
16,2.58198889747
16,3.52766841475
16,3.74388390133
16,2.96928723209
16,2.32379000772
16,2.84018778722
16,3.25
16,3.22748612184
16,2.71108834235
16,3.61478445646
16,2.87368483243
16,3.95131664459
16,2.875
16,3.09838667697
16,2.32379000772
16,2.96928723209
16,3.35658556671
16,2.87368483243
16,2.4528894526
16,2.51447422837
16,2.84018778722
16,3.61478445646
16,4.64758001545
16,2.51976315339
16,2.87368483243
16,3.09838667697
16,3.48568501159
16,2.51976315339
16,3.52766841475
16,2.96928723209
16,3.35658556671
16,4.00208279108
16,3.74388390133
16,4.26028168083
16,2.58198889747
16,2.96928723209
16,4.13118223595
16,2.96928723209
16,3.48568501159
16,2.625
16,2.19469056285
16,2.96928723209
16,3.22748612184
16,2.84018778722
16,2.96928723209
16,2.39377499573
16,4.03162104543
16,3.35658556671
16,3.61478445646
16,5.03487835007
16,2.4528894526
16,2.15526362432
16,3.09838667697
16,2.71108834235
16,3.31976404784
16,3.35658556671
16,3.22748612184
16,2.71108834235
16,2.64575131106
16,3.87298334621
16,3.61478445646
16,3.22748612184
16,3.77964473009
16,2.32379000772
16,2.96928723209
16,3.22748612184
16,2.58198889747
16,2.96928723209
16,3.02371578407
16,2.32379000772
16,3.14970394174
16,4.3893811257
16,3.74388390133
16,2.4528894526
16,2.51447422837
16,3.48568501159
16,1.80739222823
16,2.4528894526
16,2.15526362432
16,3.22748612184
16,2.51447422837
16,3.87298334621
16,3.74388390133
16,3.61478445646
16,3.22748612184
16,2.84018778722
16,2.15526362432
16,2.58198889747
16,3.59210604054
16,3.48568501159
16,3.21269802058
16,2.51447422837
16,5.29307723982
16,2.4528894526
16,2.32379000772
16,2.06559111798
16,3.22748612184
16,2.06559111798
16,4.03162104543
16,2.87368483243
16,4.53557367611
16,4.03162104543
16,2.51447422837
16,2.58198889747
16,2.71108834235
16,2.125
16,2.45676907456
16,2.30940107676
16,6.10658026891
16,4.03162104543
16,2.71108834235
16,3.40168025708
16,2.25
16,3.40168025708
16,3.09838667697
16,2.26778683806
16,2.51976315339
16,2.84018778722
16,2.06559111798
16,3.87298334621
16,3.14970394174
16,2.96928723209
16,3.22748612184
16,2.84018778722
16,3.22748612184
16,2.06559111798
16,4.3893811257
16,4.00208279108
16,3.74388390133
16,2.87368483243
16,4.9057789052
16,2.4528894526
16,2.4528894526
16,3.35658556671
16,2.51447422837
16,2.125
16,2.45676907456
16,4.28359736077
16,3.14970394174
16,2.84018778722
16,3.61478445646
16,2.875
16,3.52766841475
16,3.59210604054
16,2.4528894526
16,3.52766841475
16,3.74388390133
16,2.32379000772
16,3.02371578407
16,3.27569209941
16,3.09838667697
16,3.48568501159
16,3.52766841475
16,4.03162104543
16,2.19469056285
16,2.84018778722
16,2.58198889747
16,4.53557367611
16,3.09838667697
16,3.23289543648
16,3.74388390133
16,2.84018778722
16,3.35658556671
16,3.14970394174
16,2.58198889747
16,3.02371578407
16,3.09838667697
16,2.87368483243
16,3.87298334621
16,3.02371578407
16,2.84018778722
16,3.09838667697
16,4.13118223595
16,3.125
16,4.64758001545
16,3.09838667697
16,4.53557367611
16,2.625
16,2.15526362432
16,2.19469056285
16,1.88982236505
16,3.125
16,2.875
16,2.84018778722
16,3.48568501159
16,3.02371578407
16,3.23289543648
16,3.02371578407
16,2.51447422837
16,2.84018778722
16,2.5
16,3.02371578407
16,3.09838667697
16,2.71108834235
16,2.71108834235
16,3.5
16,4.03162104543
16,2.51976315339
16,5.03952630679
16,3.52766841475
16,2.4528894526
16,3.48568501159
16,2.96928723209
16,2.75
16,3.22748612184
16,3.09838667697
16,2.32379000772
16,4.00208279108
16,4.26028168083
16,2.71108834235
16,2.4528894526
16,2.26778683806
16,3.09838667697
16,3.52766841475
16,2.96928723209
16,2.75
16,2.71108834235
16,2.8977276264
16,3.74388390133
16,2.71108834235
16,2.75
16,2.51976315339
16,4.26028168083
16,3.02371578407
16,3.35658556671
16,2.15526362432
16,3.35658556671
16,3.23289543648
16,4.53557367611
16,3.95131664459
16,2.71108834235
16,2.51447422837
16,2.625
16,2.71108834235
16,2.87368483243
16,3.77964473009
16,3.22748612184
16,5.42217668469
16,2.58198889747
16,5.16397779494
16,3.74388390133
16,3.14970394174
16,2.51447422837
16,3.40168025708
16,3.09838667697
16,2.84018778722
16,4.78754999145
16,3.40168025708
16,3.95131664459
16,3.35658556671
16,3.23289543648
16,2.01581052272
16,2.45676907456
16,3.48568501159
16,2.96928723209
16,5.03487835007
16,2.71108834235
16,3.09838667697
16,2.87368483243
16,2.4528894526
16,2.58198889747
16,3.48568501159
16,2.8977276264
16,2.01581052272
16,3.09838667697
16,2.58198889747
16,2.96928723209
16,4.3893811257
16,2.58198889747
16,2.4528894526
16,3.02371578407
16,2.875
16,3.23289543648
16,3.09838667697
16,3.125
16,2.19469056285
16,2.5
16,4.00208279108
16,3.87298334621
16,2.45676907456
16,2.19469056285
16,3.23289543648
16,2.06559111798
16,2.87368483243
16,3.35658556671
16,3.52766841475
16,3.35658556671
16,3.09838667697
16,2.4528894526
16,2.75
16,3.02371578407
16,2.625
16,3.35658556671
16,2.83473354757
16,2.06559111798
16,2.64575131106
16,4.53557367611
16,3.40168025708
16,2.51447422837
16,2.39377499573
16,2.71108834235
16,2.39377499573
16,4.1576092031
16,3.09838667697
16,3.23289543648
16,2.71108834235
16,4.64758001545
16,3.09838667697
16,3.02371578407
16,6.82500147702
16,5.68037557444
16,3.27569209941
16,3.52766841475
16,3.48568501159
16,3.27569209941
16,3.14970394174
16,3.61478445646
16,3.02371578407
16,2.71108834235
16,2.75
16,3.02371578407
16,3.40168025708
16,3.09838667697
16,2.45676907456
16,2.58198889747
16,3.35658556671
16,3.22748612184
16,2.45373864406
16,2.84018778722
16,4.31052724864
16,2.32379000772
16,3.74388390133
16,2.06559111798
16,3.22748612184
16,2.87368483243
16,3.23289543648
16,2.87368483243
16,3.23289543648
16,2.96928723209
16,3.59210604054
16,2.71108834235
16,2.125
16,2.06559111798
16,3.59210604054
16,2.375
16,3.74388390133
16,2.58198889747
16,4.3893811257
16,2.71108834235
16,3.14970394174
16,5.3881590608
16,3.87298334621
16,4.64758001545
16,3.95131664459
16,3.74388390133
16,4.13118223595
16,2.58198889747
16,2.4528894526
16,2.625
16,3.27569209941
16,3.35658556671
16,3.48568501159
16,2.06559111798
16,2.4528894526
16,4.9057789052
16,3.95131664459
16,3.59210604054
16,2.32379000772
16,3.48568501159
16,2.84018778722
16,3.74388390133
16,3.48568501159
16,3.95131664459
16,4.31052724864
16,4.28359736077
16,3.09838667697
16,3.95131664459
16,4.03162104543
16,2.07880460155
16,3.14970394174
16,2.71108834235
16,2.71108834235
16,3.09838667697
16,2.4528894526
16,2.32379000772
16,2.51976315339
16,3.02371578407
16,2.96928723209
16,2.84018778722
16,5.02894845675
16,4.26028168083
16,2.96928723209
16,2.77173946873
16,3.22748612184
16,2.19469056285
16,3.0
16,3.02371578407
16,2.58198889747
16,6.04743156815
16,3.22748612184
16,3.48568501159
16,2.51976315339
16,2.96928723209
16,4.51848057058
16,3.35658556671
16,2.58198889747
16,3.35658556671
16,3.23289543648
16,2.96928723209
16,2.25
16,3.09838667697
16,2.71108834235
16,3.02371578407
16,3.74388390133
16,2.71108834235
16,4.51848057058
16,3.48568501159
16,2.26778683806
16,3.22748612184
16,2.96928723209
16,2.5
16,2.75
16,3.23289543648
16,3.35658556671
16,4.13118223595
16,3.40168025708
16,3.09838667697
16,3.52766841475
16,2.96928723209
16,4.00208279108
16,5.03952630679
16,2.58198889747
16,4.13118223595
16,2.58198889747
16,3.35658556671
16,3.48568501159
16,3.22748612184
16,2.26778683806
16,3.22748612184
16,3.02371578407
16,3.61478445646
16,3.0
16,2.32379000772
16,2.15526362432
16,2.84018778722
16,2.75
16,3.09838667697
16,2.4528894526
16,2.64575131106
16,2.96928723209
16,3.22748612184
16,3.74388390133
16,3.87298334621
16,1.88982236505
16,3.35658556671
16,3.95131664459
16,4.13118223595
16,4.13118223595
16,3.90563288776
16,2.32379000772
16,2.58198889747
16,3.14970394174
16,3.09838667697
16,3.09838667697
16,3.74388390133
16,4.3893811257
16,4.13118223595
16,2.4528894526
16,2.32379000772
16,2.96928723209
16,3.61478445646
16,2.71108834235
16,4.03162104543
16,3.74388390133
16,4.13118223595
16,2.58198889747
16,3.74388390133
16,3.74388390133
16,2.32379000772
16,3.23289543648
16,2.45373864406
16,3.14970394174
16,3.14970394174
16,2.84018778722
16,2.4528894526
16,4.13118223595
16,2.84018778722
16,1.9364916731
label,zscore
32,3.83405790254
32,5.34522483825
32,3.37762243795
32,3.19504825211
